SL,Desc,UH
psb p1d,*present-subjunctive passive first-person dual,{karmaRi;lew;u;dvi;AtmanepadI;;#;}
psb p1p,*present-subjunctive passive first-person plural,{karmaRi;lew;u;bahu;AtmanepadI;;#;}
psb p2s,*present-subjunctive passive second-person singular,{karmaRi;lew;ma;eka;AtmanepadI;;#;}
psb p2d,*present-subjunctive passive second-person dual,{karmaRi;lew;ma;dvi;AtmanepadI;;#;}
psb p2p,*present-subjunctive passive second-person plural,{karmaRi;lew;ma;bahu;AtmanepadI;;#;}
psb p3s,*present-subjunctive passive third-person singular,{karmaRi;lew;pra;eka;AtmanepadI;;#;}
psb p3d,*present-subjunctive passive third-person dual,{karmaRi;lew;pra;dvi;AtmanepadI;;#;}
psb p3p,*present-subjunctive passive third-person plural,{karmaRi;lew;pra;bahu;AtmanepadI;;#;}
pij[1] a1s,*present-injunctive class1 active first-person singular,{kartari;luN;u;eka;parasmEpadI;BvAdi;#;}
pij[1] a1d,*present-injunctive class1 active first-person dual,{kartari;luN;u;dvi;parasmEpadI;BvAdi;#;}
pij[1] a1p,*present-injunctive class1 active first-person plural,{kartari;luN;u;bahu;parasmEpadI;BvAdi;#;}
pij[1] a2s,*present-injunctive class1 active second-person singular,{kartari;luN;ma;eka;parasmEpadI;BvAdi;#;}
pij[1] a2d,*present-injunctive class1 active second-person dual,{kartari;luN;ma;dvi;parasmEpadI;BvAdi;#;}
pij[1] a2p,*present-injunctive class1 active second-person plural,{kartari;luN;ma;bahu;parasmEpadI;BvAdi;#;}
pij[1] a3s,*present-injunctive class1 active third-person singular,{kartari;luN;pra;eka;parasmEpadI;BvAdi;#;}
pij[1] a3d,*present-injunctive class1 active third-person dual,{kartari;luN;pra;dvi;parasmEpadI;BvAdi;#;}
pij[1] a3p,*present-injunctive class1 active third-person plural,{kartari;luN;pra;bahu;parasmEpadI;BvAdi;#;}
pij[1] m1s,*present-injunctive class1 middle first-person singular,{kartari;luN;u;eka;AtmanepadI;BvAdi;#;}
pij[1] m1d,*present-injunctive class1 middle first-person dual,{kartari;luN;u;dvi;AtmanepadI;BvAdi;#;}
pij[1] m1p,*present-injunctive class1 middle first-person plural,{kartari;luN;u;bahu;AtmanepadI;BvAdi;#;}
pij[1] m2s,*present-injunctive class1 middle second-person singular,{kartari;luN;ma;eka;AtmanepadI;BvAdi;#;}
pij[1] m2d,*present-injunctive class1 middle second-person dual,{kartari;luN;ma;dvi;AtmanepadI;BvAdi;#;}
pij[1] m2p,*present-injunctive class1 middle second-person plural,{kartari;luN;ma;bahu;AtmanepadI;BvAdi;#;}
pij[1] m3s,*present-injunctive class1 middle third-person singular,{kartari;luN;pra;eka;AtmanepadI;BvAdi;#;}
pij[1] m3d,*present-injunctive class1 middle third-person dual,{kartari;luN;pra;dvi;AtmanepadI;BvAdi;#;}
pij[1] m3p,*present-injunctive class1 middle third-person plural,{kartari;luN;pra;bahu;AtmanepadI;BvAdi;#;}
pij[2] a1s,*present-injunctive class2 active first-person singular,{kartari;luN;u;eka;parasmEpadI;adAdi;#;}
pij[2] a1d,*present-injunctive class2 active first-person dual,{kartari;luN;u;dvi;parasmEpadI;adAdi;#;}
pij[2] a1p,*present-injunctive class2 active first-person plural,{kartari;luN;u;bahu;parasmEpadI;adAdi;#;}
pij[2] a2s,*present-injunctive class2 active second-person singular,{kartari;luN;ma;eka;parasmEpadI;adAdi;#;}
pij[2] a2d,*present-injunctive class2 active second-person dual,{kartari;luN;ma;dvi;parasmEpadI;adAdi;#;}
pij[2] a2p,*present-injunctive class2 active second-person plural,{kartari;luN;ma;bahu;parasmEpadI;adAdi;#;}
pij[2] a3s,*present-injunctive class2 active third-person singular,{kartari;luN;pra;eka;parasmEpadI;adAdi;#;}
pij[2] a3d,*present-injunctive class2 active third-person dual,{kartari;luN;pra;dvi;parasmEpadI;adAdi;#;}
pij[2] a3p,*present-injunctive class2 active third-person plural,{kartari;luN;pra;bahu;parasmEpadI;adAdi;#;}
pij[2] m1s,*present-injunctive class2 middle first-person singular,{kartari;luN;u;eka;AtmanepadI;adAdi;#;}
pij[2] m1d,*present-injunctive class2 middle first-person dual,{kartari;luN;u;dvi;AtmanepadI;adAdi;#;}
pij[2] m1p,*present-injunctive class2 middle first-person plural,{kartari;luN;u;bahu;AtmanepadI;adAdi;#;}
pij[2] m2s,*present-injunctive class2 middle second-person singular,{kartari;luN;ma;eka;AtmanepadI;adAdi;#;}
pij[2] m2d,*present-injunctive class2 middle second-person dual,{kartari;luN;ma;dvi;AtmanepadI;adAdi;#;}
pij[2] m2p,*present-injunctive class2 middle second-person plural,{kartari;luN;ma;bahu;AtmanepadI;adAdi;#;}
pij[2] m3s,*present-injunctive class2 middle third-person singular,{kartari;luN;pra;eka;AtmanepadI;adAdi;#;}
pij[2] m3d,*present-injunctive class2 middle third-person dual,{kartari;luN;pra;dvi;AtmanepadI;adAdi;#;}
pij[2] m3p,*present-injunctive class2 middle third-person plural,{kartari;luN;pra;bahu;AtmanepadI;adAdi;#;}
pij[3] a1s,*present-injunctive class3 active first-person singular,{kartari;luN;u;eka;parasmEpadI;juhotyAdi;#;}
pij[3] a1d,*present-injunctive class3 active first-person dual,{kartari;luN;u;dvi;parasmEpadI;juhotyAdi;#;}
pij[3] a1p,*present-injunctive class3 active first-person plural,{kartari;luN;u;bahu;parasmEpadI;juhotyAdi;#;}
pij[3] a2s,*present-injunctive class3 active second-person singular,{kartari;luN;ma;eka;parasmEpadI;juhotyAdi;#;}
pij[3] a2d,*present-injunctive class3 active second-person dual,{kartari;luN;ma;dvi;parasmEpadI;juhotyAdi;#;}
pij[3] a2p,*present-injunctive class3 active second-person plural,{kartari;luN;ma;bahu;parasmEpadI;juhotyAdi;#;}
pij[3] a3s,*present-injunctive class3 active third-person singular,{kartari;luN;pra;eka;parasmEpadI;juhotyAdi;#;}
pij[3] a3d,*present-injunctive class3 active third-person dual,{kartari;luN;pra;dvi;parasmEpadI;juhotyAdi;#;}
pij[3] a3p,*present-injunctive class3 active third-person plural,{kartari;luN;pra;bahu;parasmEpadI;juhotyAdi;#;}
pij[3] m1s,*present-injunctive class3 middle first-person singular,{kartari;luN;u;eka;AtmanepadI;juhotyAdi;#;}
pij[3] m1d,*present-injunctive class3 middle first-person dual,{kartari;luN;u;dvi;AtmanepadI;juhotyAdi;#;}
pij[3] m1p,*present-injunctive class3 middle first-person plural,{kartari;luN;u;bahu;AtmanepadI;juhotyAdi;#;}
pij[3] m2s,*present-injunctive class3 middle second-person singular,{kartari;luN;ma;eka;AtmanepadI;juhotyAdi;#;}
pij[3] m2d,*present-injunctive class3 middle second-person dual,{kartari;luN;ma;dvi;AtmanepadI;juhotyAdi;#;}
pij[3] m2p,*present-injunctive class3 middle second-person plural,{kartari;luN;ma;bahu;AtmanepadI;juhotyAdi;#;}
pij[3] m3s,*present-injunctive class3 middle third-person singular,{kartari;luN;pra;eka;AtmanepadI;juhotyAdi;#;}
pij[3] m3d,*present-injunctive class3 middle third-person dual,{kartari;luN;pra;dvi;AtmanepadI;juhotyAdi;#;}
pij[3] m3p,*present-injunctive class3 middle third-person plural,{kartari;luN;pra;bahu;AtmanepadI;juhotyAdi;#;}
pij[4] a1s,*present-injunctive class4 active first-person singular,{kartari;luN;u;eka;parasmEpadI;divAdi;#;}
pij[4] a1d,*present-injunctive class4 active first-person dual,{kartari;luN;u;dvi;parasmEpadI;divAdi;#;}
pij[4] a1p,*present-injunctive class4 active first-person plural,{kartari;luN;u;bahu;parasmEpadI;divAdi;#;}
pij[4] a2s,*present-injunctive class4 active second-person singular,{kartari;luN;ma;eka;parasmEpadI;divAdi;#;}
pij[4] a2d,*present-injunctive class4 active second-person dual,{kartari;luN;ma;dvi;parasmEpadI;divAdi;#;}
pij[4] a2p,*present-injunctive class4 active second-person plural,{kartari;luN;ma;bahu;parasmEpadI;divAdi;#;}
pij[4] a3s,*present-injunctive class4 active third-person singular,{kartari;luN;pra;eka;parasmEpadI;divAdi;#;}
pij[4] a3d,*present-injunctive class4 active third-person dual,{kartari;luN;pra;dvi;parasmEpadI;divAdi;#;}
pij[4] a3p,*present-injunctive class4 active third-person plural,{kartari;luN;pra;bahu;parasmEpadI;divAdi;#;}
pij[4] m1s,*present-injunctive class4 middle first-person singular,{kartari;luN;u;eka;AtmanepadI;divAdi;#;}
pij[4] m1d,*present-injunctive class4 middle first-person dual,{kartari;luN;u;dvi;AtmanepadI;divAdi;#;}
pij[4] m1p,*present-injunctive class4 middle first-person plural,{kartari;luN;u;bahu;AtmanepadI;divAdi;#;}
pij[4] m2s,*present-injunctive class4 middle second-person singular,{kartari;luN;ma;eka;AtmanepadI;divAdi;#;}
pij[4] m2d,*present-injunctive class4 middle second-person dual,{kartari;luN;ma;dvi;AtmanepadI;divAdi;#;}
pij[4] m2p,*present-injunctive class4 middle second-person plural,{kartari;luN;ma;bahu;AtmanepadI;divAdi;#;}
pij[4] m3s,*present-injunctive class4 middle third-person singular,{kartari;luN;pra;eka;AtmanepadI;divAdi;#;}
pij[4] m3d,*present-injunctive class4 middle third-person dual,{kartari;luN;pra;dvi;AtmanepadI;divAdi;#;}
pij[4] m3p,*present-injunctive class4 middle third-person plural,{kartari;luN;pra;bahu;AtmanepadI;divAdi;#;}
pij[5] a1s,*present-injunctive class5 active first-person singular,{kartari;luN;u;eka;parasmEpadI;svAdi;#;}
pij[5] a1d,*present-injunctive class5 active first-person dual,{kartari;luN;u;dvi;parasmEpadI;svAdi;#;}
pij[5] a1p,*present-injunctive class5 active first-person plural,{kartari;luN;u;bahu;parasmEpadI;svAdi;#;}
pij[5] a2s,*present-injunctive class5 active second-person singular,{kartari;luN;ma;eka;parasmEpadI;svAdi;#;}
pij[5] a2d,*present-injunctive class5 active second-person dual,{kartari;luN;ma;dvi;parasmEpadI;svAdi;#;}
pij[5] a2p,*present-injunctive class5 active second-person plural,{kartari;luN;ma;bahu;parasmEpadI;svAdi;#;}
pij[5] a3s,*present-injunctive class5 active third-person singular,{kartari;luN;pra;eka;parasmEpadI;svAdi;#;}
pij[5] a3d,*present-injunctive class5 active third-person dual,{kartari;luN;pra;dvi;parasmEpadI;svAdi;#;}
pij[5] a3p,*present-injunctive class5 active third-person plural,{kartari;luN;pra;bahu;parasmEpadI;svAdi;#;}
pij[5] m1s,*present-injunctive class5 middle first-person singular,{kartari;luN;u;eka;AtmanepadI;svAdi;#;}
pij[5] m1d,*present-injunctive class5 middle first-person dual,{kartari;luN;u;dvi;AtmanepadI;svAdi;#;}
pij[5] m1p,*present-injunctive class5 middle first-person plural,{kartari;luN;u;bahu;AtmanepadI;svAdi;#;}
pij[5] m2s,*present-injunctive class5 middle second-person singular,{kartari;luN;ma;eka;AtmanepadI;svAdi;#;}
pij[5] m2d,*present-injunctive class5 middle second-person dual,{kartari;luN;ma;dvi;AtmanepadI;svAdi;#;}
pij[5] m2p,*present-injunctive class5 middle second-person plural,{kartari;luN;ma;bahu;AtmanepadI;svAdi;#;}
pij[5] m3s,*present-injunctive class5 middle third-person singular,{kartari;luN;pra;eka;AtmanepadI;svAdi;#;}
pij[5] m3d,*present-injunctive class5 middle third-person dual,{kartari;luN;pra;dvi;AtmanepadI;svAdi;#;}
pij[5] m3p,*present-injunctive class5 middle third-person plural,{kartari;luN;pra;bahu;AtmanepadI;svAdi;#;}
pij[6] a1s,*present-injunctive class6 active first-person singular,{kartari;luN;u;eka;parasmEpadI;tudAdi;#;}
pij[6] a1d,*present-injunctive class6 active first-person dual,{kartari;luN;u;dvi;parasmEpadI;tudAdi;#;}
pij[6] a1p,*present-injunctive class6 active first-person plural,{kartari;luN;u;bahu;parasmEpadI;tudAdi;#;}
pij[6] a2s,*present-injunctive class6 active second-person singular,{kartari;luN;ma;eka;parasmEpadI;tudAdi;#;}
pij[6] a2d,*present-injunctive class6 active second-person dual,{kartari;luN;ma;dvi;parasmEpadI;tudAdi;#;}
pij[6] a2p,*present-injunctive class6 active second-person plural,{kartari;luN;ma;bahu;parasmEpadI;tudAdi;#;}
pij[6] a3s,*present-injunctive class6 active third-person singular,{kartari;luN;pra;eka;parasmEpadI;tudAdi;#;}
pij[6] a3d,*present-injunctive class6 active third-person dual,{kartari;luN;pra;dvi;parasmEpadI;tudAdi;#;}
pij[6] a3p,*present-injunctive class6 active third-person plural,{kartari;luN;pra;bahu;parasmEpadI;tudAdi;#;}
pij[6] m1s,*present-injunctive class6 middle first-person singular,{kartari;luN;u;eka;AtmanepadI;tudAdi;#;}
pij[6] m1d,*present-injunctive class6 middle first-person dual,{kartari;luN;u;dvi;AtmanepadI;tudAdi;#;}
pij[6] m1p,*present-injunctive class6 middle first-person plural,{kartari;luN;u;bahu;AtmanepadI;tudAdi;#;}
pij[6] m2s,*present-injunctive class6 middle second-person singular,{kartari;luN;ma;eka;AtmanepadI;tudAdi;#;}
pij[6] m2d,*present-injunctive class6 middle second-person dual,{kartari;luN;ma;dvi;AtmanepadI;tudAdi;#;}
pij[6] m2p,*present-injunctive class6 middle second-person plural,{kartari;luN;ma;bahu;AtmanepadI;tudAdi;#;}
pij[6] m3s,*present-injunctive class6 middle third-person singular,{kartari;luN;pra;eka;AtmanepadI;tudAdi;#;}
pij[6] m3d,*present-injunctive class6 middle third-person dual,{kartari;luN;pra;dvi;AtmanepadI;tudAdi;#;}
pij[6] m3p,*present-injunctive class6 middle third-person plural,{kartari;luN;pra;bahu;AtmanepadI;tudAdi;#;}
pij[7] a1s,*present-injunctive class7 active first-person singular,{kartari;luN;u;eka;parasmEpadI;ruDAdi;#;}
pij[7] a1d,*present-injunctive class7 active first-person dual,{kartari;luN;u;dvi;parasmEpadI;ruDAdi;#;}
pij[7] a1p,*present-injunctive class7 active first-person plural,{kartari;luN;u;bahu;parasmEpadI;ruDAdi;#;}
pij[7] a2s,*present-injunctive class7 active second-person singular,{kartari;luN;ma;eka;parasmEpadI;ruDAdi;#;}
pij[7] a2d,*present-injunctive class7 active second-person dual,{kartari;luN;ma;dvi;parasmEpadI;ruDAdi;#;}
pij[7] a2p,*present-injunctive class7 active second-person plural,{kartari;luN;ma;bahu;parasmEpadI;ruDAdi;#;}
pij[7] a3s,*present-injunctive class7 active third-person singular,{kartari;luN;pra;eka;parasmEpadI;ruDAdi;#;}
pij[7] a3d,*present-injunctive class7 active third-person dual,{kartari;luN;pra;dvi;parasmEpadI;ruDAdi;#;}
pij[7] a3p,*present-injunctive class7 active third-person plural,{kartari;luN;pra;bahu;parasmEpadI;ruDAdi;#;}
pij[7] m1s,*present-injunctive class7 middle first-person singular,{kartari;luN;u;eka;AtmanepadI;ruDAdi;#;}
pij[7] m1d,*present-injunctive class7 middle first-person dual,{kartari;luN;u;dvi;AtmanepadI;ruDAdi;#;}
pij[7] m1p,*present-injunctive class7 middle first-person plural,{kartari;luN;u;bahu;AtmanepadI;ruDAdi;#;}
pij[7] m2s,*present-injunctive class7 middle second-person singular,{kartari;luN;ma;eka;AtmanepadI;ruDAdi;#;}
pij[7] m2d,*present-injunctive class7 middle second-person dual,{kartari;luN;ma;dvi;AtmanepadI;ruDAdi;#;}
pij[7] m2p,*present-injunctive class7 middle second-person plural,{kartari;luN;ma;bahu;AtmanepadI;ruDAdi;#;}
pij[7] m3s,*present-injunctive class7 middle third-person singular,{kartari;luN;pra;eka;AtmanepadI;ruDAdi;#;}
pij[7] m3d,*present-injunctive class7 middle third-person dual,{kartari;luN;pra;dvi;AtmanepadI;ruDAdi;#;}
pij[7] m3p,*present-injunctive class7 middle third-person plural,{kartari;luN;pra;bahu;AtmanepadI;ruDAdi;#;}
pij[8] a1s,*present-injunctive class8 active first-person singular,{kartari;luN;u;eka;parasmEpadI;tanAdi;#;}
pij[8] a1d,*present-injunctive class8 active first-person dual,{kartari;luN;u;dvi;parasmEpadI;tanAdi;#;}
pij[8] a1p,*present-injunctive class8 active first-person plural,{kartari;luN;u;bahu;parasmEpadI;tanAdi;#;}
pij[8] a2s,*present-injunctive class8 active second-person singular,{kartari;luN;ma;eka;parasmEpadI;tanAdi;#;}
pij[8] a2d,*present-injunctive class8 active second-person dual,{kartari;luN;ma;dvi;parasmEpadI;tanAdi;#;}
pij[8] a2p,*present-injunctive class8 active second-person plural,{kartari;luN;ma;bahu;parasmEpadI;tanAdi;#;}
pij[8] a3s,*present-injunctive class8 active third-person singular,{kartari;luN;pra;eka;parasmEpadI;tanAdi;#;}
pij[8] a3d,*present-injunctive class8 active third-person dual,{kartari;luN;pra;dvi;parasmEpadI;tanAdi;#;}
pij[8] a3p,*present-injunctive class8 active third-person plural,{kartari;luN;pra;bahu;parasmEpadI;tanAdi;#;}
pij[8] m1s,*present-injunctive class8 middle first-person singular,{kartari;luN;u;eka;AtmanepadI;tanAdi;#;}
pij[8] m1d,*present-injunctive class8 middle first-person dual,{kartari;luN;u;dvi;AtmanepadI;tanAdi;#;}
pij[8] m1p,*present-injunctive class8 middle first-person plural,{kartari;luN;u;bahu;AtmanepadI;tanAdi;#;}
pij[8] m2s,*present-injunctive class8 middle second-person singular,{kartari;luN;ma;eka;AtmanepadI;tanAdi;#;}
pij[8] m2d,*present-injunctive class8 middle second-person dual,{kartari;luN;ma;dvi;AtmanepadI;tanAdi;#;}
pij[8] m2p,*present-injunctive class8 middle second-person plural,{kartari;luN;ma;bahu;AtmanepadI;tanAdi;#;}
pij[8] m3s,*present-injunctive class8 middle third-person singular,{kartari;luN;pra;eka;AtmanepadI;tanAdi;#;}
pij[8] m3d,*present-injunctive class8 middle third-person dual,{kartari;luN;pra;dvi;AtmanepadI;tanAdi;#;}
pij[8] m3p,*present-injunctive class8 middle third-person plural,{kartari;luN;pra;bahu;AtmanepadI;tanAdi;#;}
pij[9] a1s,*present-injunctive class9 active first-person singular,{kartari;luN;u;eka;parasmEpadI;kryAdi;#;}
pij[9] a1d,*present-injunctive class9 active first-person dual,{kartari;luN;u;dvi;parasmEpadI;kryAdi;#;}
pij[9] a1p,*present-injunctive class9 active first-person plural,{kartari;luN;u;bahu;parasmEpadI;kryAdi;#;}
pij[9] a2s,*present-injunctive class9 active second-person singular,{kartari;luN;ma;eka;parasmEpadI;kryAdi;#;}
pij[9] a2d,*present-injunctive class9 active second-person dual,{kartari;luN;ma;dvi;parasmEpadI;kryAdi;#;}
pij[9] a2p,*present-injunctive class9 active second-person plural,{kartari;luN;ma;bahu;parasmEpadI;kryAdi;#;}
pij[9] a3s,*present-injunctive class9 active third-person singular,{kartari;luN;pra;eka;parasmEpadI;kryAdi;#;}
pij[9] a3d,*present-injunctive class9 active third-person dual,{kartari;luN;pra;dvi;parasmEpadI;kryAdi;#;}
pij[9] a3p,*present-injunctive class9 active third-person plural,{kartari;luN;pra;bahu;parasmEpadI;kryAdi;#;}
pij[9] m1s,*present-injunctive class9 middle first-person singular,{kartari;luN;u;eka;AtmanepadI;kryAdi;#;}
pij[9] m1d,*present-injunctive class9 middle first-person dual,{kartari;luN;u;dvi;AtmanepadI;kryAdi;#;}
pij[9] m1p,*present-injunctive class9 middle first-person plural,{kartari;luN;u;bahu;AtmanepadI;kryAdi;#;}
pij[9] m2s,*present-injunctive class9 middle second-person singular,{kartari;luN;ma;eka;AtmanepadI;kryAdi;#;}
pij[9] m2d,*present-injunctive class9 middle second-person dual,{kartari;luN;ma;dvi;AtmanepadI;kryAdi;#;}
pij[9] m2p,*present-injunctive class9 middle second-person plural,{kartari;luN;ma;bahu;AtmanepadI;kryAdi;#;}
pij[9] m3s,*present-injunctive class9 middle third-person singular,{kartari;luN;pra;eka;AtmanepadI;kryAdi;#;}
pij[9] m3d,*present-injunctive class9 middle third-person dual,{kartari;luN;pra;dvi;AtmanepadI;kryAdi;#;}
pij[9] m3p,*present-injunctive class9 middle third-person plural,{kartari;luN;pra;bahu;AtmanepadI;kryAdi;#;}
pij[10] a1s,*present-injunctive class10 active first-person singular,{kartari;luN;u;eka;parasmEpadI;curAdi;#;}
pij[10] a1d,*present-injunctive class10 active first-person dual,{kartari;luN;u;dvi;parasmEpadI;curAdi;#;}
pij[10] a1p,*present-injunctive class10 active first-person plural,{kartari;luN;u;bahu;parasmEpadI;curAdi;#;}
pij[10] a2s,*present-injunctive class10 active second-person singular,{kartari;luN;ma;eka;parasmEpadI;curAdi;#;}
pij[10] a2d,*present-injunctive class10 active second-person dual,{kartari;luN;ma;dvi;parasmEpadI;curAdi;#;}
pij[10] a2p,*present-injunctive class10 active second-person plural,{kartari;luN;ma;bahu;parasmEpadI;curAdi;#;}
pij[10] a3s,*present-injunctive class10 active third-person singular,{kartari;luN;pra;eka;parasmEpadI;curAdi;#;}
pij[10] a3d,*present-injunctive class10 active third-person dual,{kartari;luN;pra;dvi;parasmEpadI;curAdi;#;}
pij[10] a3p,*present-injunctive class10 active third-person plural,{kartari;luN;pra;bahu;parasmEpadI;curAdi;#;}
